ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS
602,158,12,7,0,180,10,80,20,800,400,20,12,30
614,165,12,7,1,180,10,80,20,800,400,20,12,30
626,172,12,7,0,200,10,80,20,800,400,20,12,30
638,179,12,7,0,200,10,80,20,800,400,20,12,30
650,186,12,7,0,200,10,80,20,800,400,20,12,30
662,193,12,7,1,200,10,80,20,800,400,20,12,30
674,200,12,7,0,220,10,80,20,800,400,20,12,30
686,207,12,7,0,220,10,80,20,800,400,20,12,30
698,214,12,7,0,220,10,80,20,800,400,20,12,30
710,221,12,7,0,220,10,80,20,800,400,20,12,30
722,228,12,7,1,220,10,80,20,800,400,20,12,30
734,235,12,7,0,240,10,80,20,800,400,20,12,30
746,242,12,7,1,240,10,80,20,800,400,20,12,30
758,249,12,7,0,260,10,80,20,800,400,20,12,30
770,256,12,7,0,260,10,80,20,800,400,20,12,30
758,263,-12,7,0,260,10,80,20,800,400,20,12,30
746,270,-12,7,1,260,10,80,20,800,400,20,12,30
734,277,-12,7,0,280,10,80,20,800,400,20,12,30
722,284,-12,7,0,280,10,80,20,800,400,20,12,30
710,291,-12,7,0,280,10,80,20,800,400,20,12,30
698,298,-12,7,0,280,10,80,20,800,400,20,12,30
686,305,-12,7,0,280,10,80,20,800,400,20,12,30
674,312,-12,7,0,280,10,80,20,800,400,20,12,30
662,319,-12,7,0,280,10,80,20,800,400,20,12,30
650,326,-12,7,0,280,10,80,20,800,400,20,12,30
638,333,-12,7,0,280,10,80,20,800,400,20,12,30
626,340,-12,7,0,280,10,80,20,800,400,20,12,30
614,347,-12,7,0,280,10,80,20,800,400,20,12,30
602,354,-12,7,0,280,10,80,20,800,400,20,12,30
590,361,-12,7,0,280,10,80,20,800,400,20,12,30
578,368,-12,7,0,280,10,80,20,800,400,20,12,30
566,361,-12,-7,0,280,10,80,20,800,400,20,12,30
554,354,-12,-7,0,280,10,80,20,800,400,20,12,30
542,347,-12,-7,0,280,10,80,20,800,400,20,12,30
530,340,-12,-7,0,280,10,80,20,800,400,20,12,30
518,333,-12,-7,0,280,10,80,20,800,400,20,12,30
506,326,-12,-7,0,280,10,80,20,800,400,20,12,30
494,319,-12,-7,0,280,10,80,20,800,400,20,12,30
482,312,-12,-7,0,280,10,80,20,800,400,20,12,30
470,305,-12,-7,0,280,10,80,20,800,400,20,12,30
458,298,-12,-7,-1,280,10,80,20,800,400,20,12,30
446,291,-12,-7,0,260,10,80,20,800,400,20,12,30
434,284,-12,-7,0,260,10,80,20,800,400,20,12,30
422,277,-12,-7,0,260,10,80,20,800,400,20,12,30
410,270,-12,-7,0,260,10,80,20,800,400,20,12,30
398,263,-12,-7,0,260,10,80,20,800,400,20,12,30
386,256,-12,-7,0,260,10,80,20,800,400,20,12,30
374,249,-12,-7,0,260,10,80,20,800,400,20,12,30
362,242,-12,-7,0,260,10,80,20,800,400,20,12,30
350,235,-12,-7,0,260,10,80,20,800,400,20,12,30
338,228,-12,-7,-1,260,10,80,20,800,400,20,12,30
326,221,-12,-7,0,240,10,80,20,800,400,20,12,30
314,214,-12,-7,0,240,10,80,20,800,400,20,12,30
302,207,-12,-7,0,240,10,80,20,800,400,20,12,30
290,200,-12,-7,0,240,10,80,20,800,400,20,12,30
278,193,-12,-7,0,240,10,80,20,800,400,20,12,30
266,186,-12,-7,0,240,10,80,20,800,400,20,12,30
254,179,-12,-7,0,240,10,80,20,800,400,20,12,30
242,172,-12,-7,0,240,10,80,20,800,400,20,12,30
230,165,-12,-7,0,240,10,80,20,800,400,20,12,30
218,158,-12,-7,0,240,10,80,20,800,400,20,12,30
206,151,-12,-7,0,240,10,80,20,800,400,20,12,30
194,144,-12,-7,0,240,10,80,20,800,400,20,12,30
182,137,-12,-7,0,240,10,80,20,800,400,20,12,30
170,130,-12,-7,0,240,10,80,20,800,400,20,12,30
158,123,-12,-7,0,240,10,80,20,800,400,20,12,30
146,116,-12,-7,0,240,10,80,20,800,400,20,12,30
134,109,-12,-7,0,240,10,80,20,800,400,20,12,30
122,102,-12,-7,0,240,10,80,20,800,400,20,12,30
110,95,-12,-7,0,240,10,80,20,800,400,20,12,30
98,88,-12,-7,0,240,10,80,20,800,400,20,12,30
86,81,-12,-7,0,240,10,80,20,800,400,20,12,30
74,74,-12,-7,0,240,10,80,20,800,400,20,12,30
62,67,-12,-7,0,240,10,80,20,800,400,20,12,30
50,60,-12,-7,0,240,10,80,20,800,400,20,12,30
38,53,-12,-7,0,240,10,80,20,800,400,20,12,30
50,46,12,-7,0,240,10,80,20,800,400,20,12,30
62,39,12,-7,0,240,10,80,20,800,400,20,12,30
74,32,12,-7,0,240,10,80,20,800,400,20,12,30
86,39,12,7,0,240,10,80,20,800,400,20,12,30
98,46,12,7,0,240,10,80,20,800,400,20,12,30
110,53,12,7,0,240,10,80,20,800,400,20,12,30
122,60,12,7,0,240,10,80,20,800,400,20,12,30
134,67,12,7,0,240,10,80,20,800,400,20,12,30
146,74,12,7,0,240,10,80,20,800,400,20,12,30
158,81,12,7,0,240,10,80,20,800,400,20,12,30
170,88,12,7,0,240,10,80,20,800,400,20,12,30
182,95,12,7,0,240,10,80,20,800,400,20,12,30
194,102,12,7,0,240,10,80,20,800,400,20,12,30
206,109,12,7,0,240,10,80,20,800,400,20,12,30
218,116,12,7,0,240,10,80,20,800,400,20,12,30
230,123,12,7,0,240,10,80,20,800,400,20,12,30
242,130,12,7,1,240,10,80,20,800,400,20,12,30
254,137,12,7,0,260,10,80,20,800,400,20,12,30
266,144,12,7,0,260,10,80,20,800,400,20,12,30
278,151,12,7,0,260,10,80,20,800,400,20,12,30
290,158,12,7,0,260,10,80,20,800,400,20,12,30
302,165,12,7,1,260,10,80,20,800,400,20,12,30
314,172,12,7,0,280,10,80,20,800,400,20,12,30
326,179,12,7,0,280,10,80,20,800,400,20,12,30
338,186,12,7,0,280,10,80,20,800,400,20,12,30
350,193,12,7,0,280,10,80,20,800,400,20,12,30
362,200,12,7,0,280,10,80,20,800,400,20,12,30
374,207,12,7,0,280,10,80,20,800,400,20,12,30
386,214,12,7,0,280,10,80,20,800,400,20,12,30
398,221,12,7,0,280,10,80,20,800,400,20,12,30
410,228,12,7,0,280,10,80,20,800,400,20,12,30
422,235,12,7,0,280,10,80,20,800,400,20,12,30
434,242,12,7,0,280,10,80,20,800,400,20,12,30
446,249,12,7,0,280,10,80,20,800,400,20,12,30
458,256,12,7,0,280,10,80,20,800,400,20,12,30
470,263,12,7,0,280,10,80,20,800,400,20,12,30
482,270,12,7,0,280,10,80,20,800,400,20,12,30
494,277,12,7,0,280,10,80,20,800,400,20,12,30
506,284,12,7,0,280,10,80,20,800,400,20,12,30
518,291,12,7,0,280,10,80,20,800,400,20,12,30
530,298,12,7,0,280,10,80,20,800,400,20,12,30
542,305,12,7,0,280,10,80,20,800,400,20,12,30
554,312,12,7,0,280,10,80,20,800,400,20,12,30
566,319,12,7,0,280,10,80,20,800,400,20,12,30
578,326,12,7,0,280,10,80,20,800,400,20,12,30
590,333,12,7,0,280,10,80,20,800,400,20,12,30
602,340,12,7,0,280,10,80,20,800,400,20,12,30
614,347,12,7,0,280,10,80,20,800,400,20,12,30
626,354,12,7,0,280,10,80,20,800,400,20,12,30
638,361,12,7,0,280,10,80,20,800,400,20,12,30
650,368,12,7,0,280,10,80,20,800,400,20,12,30
662,361,12,-7,0,280,10,80,20,800,400,20,12,30
674,354,12,-7,0,280,10,80,20,800,400,20,12,30
686,347,12,-7,0,280,10,80,20,800,400,20,12,30
698,340,12,-7,0,280,10,80,20,800,400,20,12,30
710,333,12,-7,0,280,10,80,20,800,400,20,12,30
722,326,12,-7,0,280,10,80,20,800,400,20,12,30
734,319,12,-7,1,280,10,80,20,800,400,20,12,30
746,312,12,-7,0,300,10,80,20,800,400,20,12,30
758,305,12,-7,0,300,10,80,20,800,400,20,12,30
770,298,12,-7,0,300,10,80,20,800,400,20,12,30
758,291,-12,-7,0,300,10,80,20,800,400,20,12,30
746,284,-12,-7,0,300,10,80,20,800,400,20,12,30
734,277,-12,-7,0,300,10,80,20,800,400,20,12,30
722,270,-12,-7,0,300,10,80,20,800,400,20,12,30
710,263,-12,-7,0,300,10,80,20,800,400,20,12,30
698,256,-12,-7,0,300,10,80,20,800,400,20,12,30
686,249,-12,-7,0,300,10,80,20,800,400,20,12,30
674,242,-12,-7,0,300,10,80,20,800,400,20,12,30
662,235,-12,-7,0,300,10,80,20,800,400,20,12,30
650,228,-12,-7,0,300,10,80,20,800,400,20,12,30
638,221,-12,-7,0,300,10,80,20,800,400,20,12,30
626,214,-12,-7,0,300,10,80,20,800,400,20,12,30
614,207,-12,-7,0,300,10,80,20,800,400,20,12,30
602,200,-12,-7,0,300,10,80,20,800,400,20,12,30
590,193,-12,-7,0,300,10,80,20,800,400,20,12,30
578,186,-12,-7,0,300,10,80,20,800,400,20,12,30
566,179,-12,-7,0,300,10,80,20,800,400,20,12,30
554,172,-12,-7,0,300,10,80,20,800,400,20,12,30
542,165,-12,-7,0,300,10,80,20,800,400,20,12,30
530,158,-12,-7,0,300,10,80,20,800,400,20,12,30
518,151,-12,-7,-1,300,10,80,20,800,400,20,12,30
506,144,-12,-7,0,280,10,80,20,800,400,20,12,30
494,137,-12,-7,0,280,10,80,20,800,400,20,12,30
482,130,-12,-7,0,280,10,80,20,800,400,20,12,30
470,123,-12,-7,0,280,10,80,20,800,400,20,12,30
458,116,-12,-7,-1,280,10,80,20,800,400,20,12,30
446,109,-12,-7,0,260,10,80,20,800,400,20,12,30
434,102,-12,-7,0,260,10,80,20,800,400,20,12,30
422,95,-12,-7,0,260,10,80,20,800,400,20,12,30
410,88,-12,-7,0,260,10,80,20,800,400,20,12,30
398,81,-12,-7,0,260,10,80,20,800,400,20,12,30
386,74,-12,-7,0,260,10,80,20,800,400,20,12,30
374,67,-12,-7,0,260,10,80,20,800,400,20,12,30
362,60,-12,-7,0,260,10,80,20,800,400,20,12,30
350,53,-12,-7,0,260,10,80,20,800,400,20,12,30
338,46,-12,-7,0,260,10,80,20,800,400,20,12,30
326,39,-12,-7,-1,260,10,80,20,800,400,20,12,30
314,32,-12,-7,0,240,10,80,20,800,400,20,12,30
302,39,-12,7,0,240,10,80,20,800,400,20,12,30
290,46,-12,7,0,240,10,80,20,800,400,20,12,30
278,53,-12,7,0,240,10,80,20,800,400,20,12,30
266,60,-12,7,0,240,10,80,20,800,400,20,12,30
254,67,-12,7,0,240,10,80,20,800,400,20,12,30
242,74,-12,7,0,240,10,80,20,800,400,20,12,30
230,81,-12,7,0,240,10,80,20,800,400,20,12,30
218,88,-12,7,1,240,10,80,20,800,400,20,12,30
206,95,-12,7,0,260,10,80,20,800,400,20,12,30
194,102,-12,7,0,260,10,80,20,800,400,20,12,30
182,109,-12,7,0,260,10,80,20,800,400,20,12,30
170,116,-12,7,0,260,10,80,20,800,400,20,12,30
158,123,-12,7,0,260,10,80,20,800,400,20,12,30
146,130,-12,7,1,260,10,80,20,800,400,20,12,30
134,137,-12,7,0,280,10,80,20,800,400,20,12,30
122,144,-12,7,0,280,10,80,20,800,400,20,12,30
110,151,-12,7,0,280,10,80,20,800,400,20,12,30
98,158,-12,7,0,280,10,80,20,800,400,20,12,30
86,165,-12,7,0,280,10,80,20,800,400,20,12,30
74,172,-12,7,0,280,10,80,20,800,400,20,12,30
62,179,-12,7,0,280,10,80,20,800,400,20,12,30
50,186,-12,7,0,280,10,80,20,800,400,20,12,30
38,193,-12,7,0,280,10,80,20,800,400,20,12,30
50,200,12,7,0,280,10,80,20,800,400,20,12,30
62,207,12,7,0,280,10,80,20,800,400,20,12,30
74,214,12,7,0,280,10,80,20,800,400,20,12,30
86,221,12,7,0,280,10,80,20,800,400,20,12,30
98,228,12,7,0,280,10,80,20,800,400,20,12,30
110,235,12,7,0,280,10,80,20,800,400,20,12,30
122,242,12,7,0,280,10,80,20,800,400,20,12,30
134,249,12,7,0,280,10,80,20,800,400,20,12,30
146,256,12,7,0,280,10,80,20,800,400,20,12,30
158,263,12,7,0,280,10,80,20,800,400,20,12,30
170,270,12,7,0,280,10,80,20,800,400,20,12,30
182,277,12,7,0,280,10,80,20,800,400,20,12,30
194,284,12,7,0,280,10,80,20,800,400,20,12,30
206,291,12,7,0,280,10,80,20,800,400,20,12,30
218,298,12,7,0,280,10,80,20,800,400,20,12,30
230,305,12,7,0,280,10,80,20,800,400,20,12,30
242,312,12,7,0,280,10,80,20,800,400,20,12,30
254,319,12,7,0,280,10,80,20,800,400,20,12,30
266,326,12,7,0,280,10,80,20,800,400,20,12,30
278,333,12,7,0,280,10,80,20,800,400,20,12,30
290,340,12,7,0,280,10,80,20,800,400,20,12,30
302,347,12,7,0,280,10,80,20,800,400,20,12,30
314,354,12,7,0,280,10,80,20,800,400,20,12,30
326,361,12,7,0,280,10,80,20,800,400,20,12,30
338,368,12,7,0,280,10,80,20,800,400,20,12,30
350,361,12,-7,0,280,10,80,20,800,400,20,12,30
362,354,12,-7,0,280,10,80,20,800,400,20,12,30
374,347,12,-7,0,280,10,80,20,800,400,20,12,30
386,340,12,-7,0,280,10,80,20,800,400,20,12,30
398,333,12,-7,0,280,10,80,20,800,400,20,12,30
410,326,12,-7,0,280,10,80,20,800,400,20,12,30
422,319,12,-7,-1,280,10,80,20,800,400,20,12,30
434,312,12,-7,0,260,10,80,20,800,400,20,12,30
446,305,12,-7,0,260,10,80,20,800,400,20,12,30
458,298,12,-7,0,260,10,80,20,800,400,20,12,30
470,291,12,-7,0,260,10,80,20,800,400,20,12,30
482,284,12,-7,-1,260,10,80,20,800,400,20,12,30
494,277,12,-7,0,240,10,80,20,800,400,20,12,30
506,270,12,-7,0,240,10,80,20,800,400,20,12,30
518,263,12,-7,0,240,10,80,20,800,400,20,12,30
530,256,12,-7,0,240,10,80,20,800,400,20,12,30
542,249,12,-7,-1,240,10,80,20,800,400,20,12,30
554,242,12,-7,0,220,10,80,20,800,400,20,12,30
566,235,12,-7,0,220,10,80,20,800,400,20,12,30
578,228,12,-7,0,220,10,80,20,800,400,20,12,30
590,221,12,-7,-1,220,10,80,20,800,400,20,12,30
602,214,12,-7,0,200,10,80,20,800,400,20,12,30
614,207,12,-7,0,200,10,80,20,800,400,20,12,30
626,200,12,-7,0,200,10,80,20,800,400,20,12,30
638,193,12,-7,-1,200,10,80,20,800,400,20,12,30
650,186,12,-7,0,180,10,80,20,800,400,20,12,30
662,179,12,-7,0,180,10,80,20,800,400,20,12,30
674,172,12,-7,0,180,10,80,20,800,400,20,12,30
686,165,12,-7,-1,180,10,80,20,800,400,20,12,30
698,158,12,-7,0,160,10,80,20,800,400,20,12,30
710,151,12,-7,0,160,10,80,20,800,400,20,12,30
722,144,12,-7,-1,160,10,80,20,800,400,20,12,30
734,137,12,-7,0,140,10,80,20,800,400,20,12,30
746,130,12,-7,0,140,10,80,20,800,400,20,12,30
758,123,12,-7,0,140,10,80,20,800,400,20,12,30
770,116,12,-7,0,140,10,80,20,800,400,20,12,30
758,109,-12,-7,-1,140,10,80,20,800,400,20,12,30
746,102,-12,-7,0,120,10,80,20,800,400,20,12,30
734,95,-12,-7,0,120,10,80,20,800,400,20,12,30
722,88,-12,-7,-1,120,10,80,20,800,400,20,12,30
710,81,-12,-7,0,100,10,80,20,800,400,20,12,30
698,74,-12,-7,0,100,10,80,20,800,400,20,12,30
686,67,-12,-7,0,100,10,80,20,800,400,20,12,30
674,60,-12,-7,0,100,10,80,20,800,400,20,12,30
662,53,-12,-7,0,100,10,80,20,800,400,20,12,30
650,46,-12,-7,0,100,10,80,20,800,400,20,12,30
638,39,-12,-7,0,100,10,80,20,800,400,20,12,30
626,32,-12,-7,0,100,10,80,20,800,400,20,12,30
614,39,-12,7,0,100,10,80,20,800,400,20,12,30
602,46,-12,7,0,100,10,80,20,800,400,20,12,30
590,53,-12,7,0,100,10,80,20,800,400,20,12,30
578,60,-12,7,0,100,10,80,20,800,400,20,12,30
566,67,-12,7,1,100,10,80,20,800,400,20,12,30
554,74,-12,7,0,120,10,80,20,800,400,20,12,30
542,81,-12,7,0,120,10,80,20,800,400,20,12,30
530,88,-12,7,0,120,10,80,20,800,400,20,12,30
518,95,-12,7,1,120,10,80,20,800,400,20,12,30
506,102,-12,7,0,140,10,80,20,800,400,20,12,30
494,109,-12,7,0,140,10,80,20,800,400,20,12,30
482,116,-12,7,0,140,10,80,20,800,400,20,12,30
470,123,-12,7,0,140,10,80,20,800,400,20,12,30
458,130,-12,7,1,140,10,80,20,800,400,20,12,30
446,137,-12,7,0,160,10,80,20,800,400,20,12,30
434,144,-12,7,0,160,10,80,20,800,400,20,12,30
422,151,-12,7,0,160,10,80,20,800,400,20,12,30
410,158,-12,7,0,160,10,80,20,800,400,20,12,30
398,165,-12,7,1,160,10,80,20,800,400,20,12,30
386,172,-12,7,0,180,10,80,20,800,400,20,12,30
374,179,-12,7,0,180,10,80,20,800,400,20,12,30
362,186,-12,7,0,180,10,80,20,800,400,20,12,30
350,193,-12,7,0,180,10,80,20,800,400,20,12,30
338,200,-12,7,0,180,10,80,20,800,400,20,12,30
326,207,-12,7,0,180,10,80,20,800,400,20,12,30
314,214,-12,7,1,180,10,80,20,800,400,20,12,30
302,221,-12,7,0,200,10,80,20,800,400,20,12,30
290,228,-12,7,0,200,10,80,20,800,400,20,12,30
278,235,-12,7,0,200,10,80,20,800,400,20,12,30
266,242,-12,7,0,200,10,80,20,800,400,20,12,30
254,249,-12,7,0,200,10,80,20,800,400,20,12,30
242,256,-12,7,0,200,10,80,20,800,400,20,12,30
230,263,-12,7,0,200,10,80,20,800,400,20,12,30
218,270,-12,7,0,200,10,80,20,800,400,20,12,30
206,277,-12,7,0,200,10,80,20,800,400,20,12,30
194,284,-12,7,0,200,10,80,20,800,400,20,12,30
182,291,-12,7,0,200,10,80,20,800,400,20,12,30
170,298,-12,7,0,200,10,80,20,800,400,20,12,30
158,305,-12,7,0,200,10,80,20,800,400,20,12,30
146,312,-12,7,0,200,10,80,20,800,400,20,12,30
134,319,-12,7,0,200,10,80,20,800,400,20,12,30
122,326,-12,7,0,200,10,80,20,800,400,20,12,30
110,333,-12,7,0,200,10,80,20,800,400,20,12,30
98,340,-12,7,0,200,10,80,20,800,400,20,12,30
86,347,-12,7,0,200,10,80,20,800,400,20,12,30
74,354,-12,7,0,200,10,80,20,800,400,20,12,30
62,361,-12,7,0,200,10,80,20,800,400,20,12,30
50,368,-12,7,0,200,10,80,20,800,400,20,12,30
38,361,-12,-7,0,200,10,80,20,800,400,20,12,30
50,354,12,-7,0,200,10,80,20,800,400,20,12,30
62,347,12,-7,0,200,10,80,20,800,400,20,12,30
74,340,12,-7,0,200,10,80,20,800,400,20,12,30
86,333,12,-7,0,200,10,80,20,800,400,20,12,30
98,326,12,-7,0,200,10,80,20,800,400,20,12,30
110,319,12,-7,0,200,10,80,20,800,400,20,12,30
122,312,12,-7,0,200,10,80,20,800,400,20,12,30
134,305,12,-7,0,200,10,80,20,800,400,20,12,30
146,298,12,-7,0,200,10,80,20,800,400,20,12,30
158,291,12,-7,0,200,10,80,20,800,400,20,12,30
170,284,12,-7,0,200,10,80,20,800,400,20,12,30
182,277,12,-7,0,200,10,80,20,800,400,20,12,30
194,270,12,-7,0,200,10,80,20,800,400,20,12,30
206,263,12,-7,0,200,10,80,20,800,400,20,12,30
218,256,12,-7,0,200,10,80,20,800,400,20,12,30
230,249,12,-7,0,200,10,80,20,800,400,20,12,30
242,242,12,-7,0,200,10,80,20,800,400,20,12,30
254,235,12,-7,0,200,10,80,20,800,400,20,12,30
266,228,12,-7,0,200,10,80,20,800,400,20,12,30
278,221,12,-7,-1,200,10,80,20,800,400,20,12,30
290,214,12,-7,0,180,10,80,20,800,400,20,12,30
302,207,12,-7,0,180,10,80,20,800,400,20,12,30
314,200,12,-7,0,180,10,80,20,800,400,20,12,30
326,193,12,-7,0,180,10,80,20,800,400,20,12,30
338,186,12,-7,-1,180,10,80,20,800,400,20,12,30
350,179,12,-7,0,160,10,80,20,800,400,20,12,30
362,172,12,-7,0,160,10,80,20,800,400,20,12,30
374,165,12,-7,0,160,10,80,20,800,400,20,12,30
386,158,12,-7,0,160,10,80,20,800,400,20,12,30
398,151,12,-7,-1,160,10,80,20,800,400,20,12,30
410,144,12,-7,0,140,10,80,20,800,400,20,12,30
422,137,12,-7,0,140,10,80,20,800,400,20,12,30
434,130,12,-7,0,140,10,80,20,800,400,20,12,30
446,123,12,-7,0,140,10,80,20,800,400,20,12,30
458,116,12,-7,0,140,10,80,20,800,400,20,12,30
470,109,12,-7,-1,140,10,80,20,800,400,20,12,30
482,102,12,-7,0,120,10,80,20,800,400,20,12,30
494,95,12,-7,0,120,10,80,20,800,400,20,12,30
506,88,12,-7,0,120,10,80,20,800,400,20,12,30
518,81,12,-7,0,120,10,80,20,800,400,20,12,30
530,74,12,-7,0,120,10,80,20,800,400,20,12,30
542,67,12,-7,0,120,10,80,20,800,400,20,12,30
554,60,12,-7,0,120,10,80,20,800,400,20,12,30
566,53,12,-7,0,120,10,80,20,800,400,20,12,30
578,46,12,-7,0,120,10,80,20,800,400,20,12,30
590,39,12,-7,0,120,10,80,20,800,400,20,12,30
602,32,12,-7,0,120,10,80,20,800,400,20,12,30
614,39,12,7,0,120,10,80,20,800,400,20,12,30
626,46,12,7,0,120,10,80,20,800,400,20,12,30
638,53,12,7,0,120,10,80,20,800,400,20,12,30
650,60,12,7,0,120,10,80,20,800,400,20,12,30
662,67,12,7,0,120,10,80,20,800,400,20,12,30
674,74,12,7,0,120,10,80,20,800,400,20,12,30
686,81,12,7,0,120,10,80,20,800,400,20,12,30
698,88,12,7,0,120,10,80,20,800,400,20,12,30
710,95,12,7,0,120,10,80,20,800,400,20,12,30
722,102,12,7,0,120,10,80,20,800,400,20,12,30
734,109,12,7,0,120,10,80,20,800,400,20,12,30
746,116,12,7,0,120,10,80,20,800,400,20,12,30
758,123,12,7,1,120,10,80,20,800,400,20,12,30
770,130,12,7,0,140,10,80,20,800,400,20,12,30
758,137,-12,7,0,140,10,80,20,800,400,20,12,30
746,144,-12,7,0,140,10,80,20,800,400,20,12,30
734,151,-12,7,0,140,10,80,20,800,400,20,12,30
722,158,-12,7,0,140,10,80,20,800,400,20,12,30
710,165,-12,7,0,140,10,80,20,800,400,20,12,30
698,172,-12,7,0,140,10,80,20,800,400,20,12,30
686,179,-12,7,0,140,10,80,20,800,400,20,12,30
674,186,-12,7,0,140,10,80,20,800,400,20,12,30
662,193,-12,7,0,140,10,80,20,800,400,20,12,30
650,200,-12,7,0,140,10,80,20,800,400,20,12,30
638,207,-12,7,0,140,10,80,20,800,400,20,12,30
626,214,-12,7,0,140,10,80,20,800,400,20,12,30
614,221,-12,7,0,140,10,80,20,800,400,20,12,30
602,228,-12,7,0,140,10,80,20,800,400,20,12,30
590,235,-12,7,0,140,10,80,20,800,400,20,12,30
578,242,-12,7,0,140,10,80,20,800,400,20,12,30
566,249,-12,7,0,140,10,80,20,800,400,20,12,30
554,256,-12,7,0,140,10,80,20,800,400,20,12,30
542,263,-12,7,0,140,10,80,20,800,400,20,12,30
530,270,-12,7,0,140,10,80,20,800,400,20,12,30
518,277,-12,7,0,140,10,80,20,800,400,20,12,30
506,284,-12,7,0,140,10,80,20,800,400,20,12,30
494,291,-12,7,0,140,10,80,20,800,400,20,12,30
482,298,-12,7,0,140,10,80,20,800,400,20,12,30
470,305,-12,7,0,140,10,80,20,800,400,20,12,30
458,312,-12,7,0,140,10,80,20,800,400,20,12,30
446,319,-12,7,0,140,10,80,20,800,400,20,12,30
434,326,-12,7,0,140,10,80,20,800,400,20,12,30
422,333,-12,7,0,140,10,80,20,800,400,20,12,30
410,340,-12,7,0,140,10,80,20,800,400,20,12,30
398,347,-12,7,0,140,10,80,20,800,400,20,12,30
386,354,-12,7,0,140,10,80,20,800,400,20,12,30
374,361,-12,7,0,140,10,80,20,800,400,20,12,30
362,368,-12,7,0,140,10,80,20,800,400,20,12,30
350,361,-12,-7,0,140,10,80,20,800,400,20,12,30
338,354,-12,-7,0,140,10,80,20,800,400,20,12,30
326,347,-12,-7,0,140,10,80,20,800,400,20,12,30
314,340,-12,-7,0,140,10,80,20,800,400,20,12,30
302,333,-12,-7,0,140,10,80,20,800,400,20,12,30
290,326,-12,-7,0,140,10,80,20,800,400,20,12,30
278,319,-12,-7,0,140,10,80,20,800,400,20,12,30
266,312,-12,-7,0,140,10,80,20,800,400,20,12,30
254,305,-12,-7,0,140,10,80,20,800,400,20,12,30
242,298,-12,-7,0,140,10,80,20,800,400,20,12,30
230,291,-12,-7,0,140,10,80,20,800,400,20,12,30
218,284,-12,-7,0,140,10,80,20,800,400,20,12,30
206,277,-12,-7,0,140,10,80,20,800,400,20,12,30
194,270,-12,-7,0,140,10,80,20,800,400,20,12,30
182,263,-12,-7,0,140,10,80,20,800,400,20,12,30
170,256,-12,-7,0,140,10,80,20,800,400,20,12,30
158,249,-12,-7,0,140,10,80,20,800,400,20,12,30
146,242,-12,-7,0,140,10,80,20,800,400,20,12,30
134,235,-12,-7,0,140,10,80,20,800,400,20,12,30
122,228,-12,-7,0,140,10,80,20,800,400,20,12,30
110,221,-12,-7,0,140,10,80,20,800,400,20,12,30
98,214,-12,-7,0,140,10,80,20,800,400,20,12,30
86,207,-12,-7,0,140,10,80,20,800,400,20,12,30
74,200,-12,-7,0,140,10,80,20,800,400,20,12,30
62,193,-12,-7,0,140,10,80,20,800,400,20,12,30
50,186,-12,-7,0,140,10,80,20,800,400,20,12,30
38,179,-12,-7,0,140,10,80,20,800,400,20,12,30
50,172,12,-7,0,140,10,80,20,800,400,20,12,30
62,165,12,-7,0,140,10,80,20,800,400,20,12,30
74,158,12,-7,0,140,10,80,20,800,400,20,12,30
86,151,12,-7,0,140,10,80,20,800,400,20,12,30
98,144,12,-7,0,140,10,80,20,800,400,20,12,30
110,137,12,-7,0,140,10,80,20,800,400,20,12,30
122,130,12,-7,0,140,10,80,20,800,400,20,12,30
134,123,12,-7,0,140,10,80,20,800,400,20,12,30
146,116,12,-7,0,140,10,80,20,800,400,20,12,30
158,109,12,-7,0,140,10,80,20,800,400,20,12,30
170,102,12,-7,0,140,10,80,20,800,400,20,12,30
182,95,12,-7,0,140,10,80,20,800,400,20,12,30
194,88,12,-7,0,140,10,80,20,800,400,20,12,30
206,81,12,-7,0,140,10,80,20,800,400,20,12,30
218,74,12,-7,0,140,10,80,20,800,400,20,12,30
230,67,12,-7,0,140,10,80,20,800,400,20,12,30
242,60,12,-7,0,140,10,80,20,800,400,20,12,30
254,53,12,-7,0,140,10,80,20,800,400,20,12,30
266,46,12,-7,1,140,10,80,20,800,400,20,12,30
278,39,12,-7,0,160,10,80,20,800,400,20,12,30
290,32,12,-7,0,160,10,80,20,800,400,20,12,30
302,39,12,7,0,160,10,80,20,800,400,20,12,30
314,46,12,7,0,160,10,80,20,800,400,20,12,30
326,53,12,7,1,160,10,80,20,800,400,20,12,30
338,60,12,7,0,180,10,80,20,800,400,20,12,30
350,67,12,7,0,180,10,80,20,800,400,20,12,30
362,74,12,7,0,180,10,80,20,800,400,20,12,30
374,81,12,7,0,180,10,80,20,800,400,20,12,30
386,88,12,7,1,180,10,80,20,800,400,20,12,30
398,95,12,7,0,200,10,80,20,800,400,20,12,30
410,102,12,7,0,200,10,80,20,800,400,20,12,30
422,109,12,7,0,200,10,80,20,800,400,20,12,30
434,116,12,7,0,200,10,80,20,800,400,20,12,30
446,123,12,7,1,200,10,80,20,800,400,20,12,30
458,130,12,7,0,220,10,80,20,800,400,20,12,30
470,137,12,7,0,220,10,80,20,800,400,20,12,30
